stats (11)
last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_strikeout,p_k_percent,p_era,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,
Ginkel, Kevin,656464,2019,25,25,24.1,28,29.2,1.48,R,396,54,93.5,2145,-9.7,-16.5,17.5,1.3,44.9,83.5,2120,2.4,-40.4,3.5,1.3,1,83.7,1784,-13.7,-31.5,15.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoffman, Jeff,656546,2019,26,15,70.0,68,21.6,6.56,R,1256,58.8,93.7,2453,-11.5,-17.5,18.1,1.3,1,83.7,2486,3.3,-37.9,4.3,1.4,11.4,84.3,1425,-10.7,-35.1,11.6,1.4,28.9,77.1,2624,11.1,-59.7,17.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holder, Jonathan,656547,2019,26,34,41.1,46,25.4,6.31,R,693,54.5,92.1,2335,-2.7,-15.5,17,1.1,25,80.8,2779,11.6,-47.4,12.6,2,16.5,86,1848,-14.3,-29.4,16.3,1.2,,,,,,,,,,,,,,,4,84.9,2444,3.5,-35,5,1.4,,,,,,,,,,,,,,,
Keller, Mitch,656605,2019,23,11,48.0,65,28.6,7.13,R,753,59.5,95.4,2473,-6.8,-14.5,17.3,1.2,20.8,87.6,2661,4.1,-35.9,4.7,1.3,3.7,91,1705,-14.1,-23.7,17.2,1.4,15.9,81.1,2770,9.2,-56.9,17.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin, Brett,656685,2019,24,51,62.1,62,22.1,4.76,L,1022,29,94,2348,2.4,-15.8,15.4,1.3,34,85.1,2276,-3,-37.7,4.2,1.7,,,,,,,,13.8,80.9,2256,-3,-52.1,10.5,1.7,23.3,93.6,2272,11.2,-21.2,15.1,1.3,,,,,,,,,,,,,,,,,,,,,,
Martin, Corbin,656686,2019,24,5,19.1,19,20.7,5.59,R,372,62.6,95.3,2413,-5.5,-14.3,17.3,1.4,7.3,89,2448,4.8,-31,7,1.4,11,87.3,2046,-16.6,-32.4,17.4,1.4,19.1,83.6,2666,10.2,-46.9,12.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKay, Brendan,656713,2019,24,13,49.0,56,25.9,5.14,L,878,57.2,93.7,2231,9,-14.1,19.6,1.2,,,,,,,,3.6,86.4,1668,12.2,-23.1,18.4,1.3,26.2,81.7,2032,-8.3,-49.8,12.1,1.2,,,,,,,,13,89.1,2152,0.3,-23.9,11,1.2,,,,,,,,,,,,,,,
McRae, Alex,656725,2019,26,11,26.2,19,14.4,8.78,R,497,18.7,92.3,2154,-9.4,-18.9,16.4,1.5,19.7,87.2,2290,2.4,-30.1,7.1,1.5,8.9,86.2,1454,-13.3,-32.2,14.2,1.2,13.5,80,2427,6.5,-49.6,9.1,1.4,39.2,92.6,2182,-16,-24.5,17.7,1.3,,,,,,,,,,,,,,,,,,,,,,
Newcomb, Sean,656794,2019,26,55,68.1,65,22.2,3.16,L,1181,65.2,94.3,2240,5.5,-14.8,17.8,1.7,8.1,81.4,2841,-13.7,-50.6,15.7,1.3,6.9,87.4,1618,12.2,-28.1,15,1.4,19.7,78.8,2874,-8.7,-65.2,20.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reid-Foley, Sean,656887,2019,24,9,31.2,28,18.7,4.26,R,612,48.5,92.5,2105,-9,-16.7,17.2,1.5,34,83.8,2166,5,-36.9,5.9,1.2,8.7,85.6,1604,-13.9,-30.6,15.4,1.5,7.4,81.1,2077,12.6,-47.4,14.2,1.6,1.5,92.7,2148,-16.3,-19.5,20.3,1.5,,,,,,,,,,,,,,,,,,,,,,
Scott, Tanner,656945,2019,25,28,26.1,37,30.3,4.78,L,463,55.5,95.9,2412,8,-17,15.5,1.3,41.3,88.7,2586,-4.4,-34.4,5,1.5,,,,,,,,,,,,,,,3.2,95.5,2337,14.6,-24.5,15.7,1.3,,,,,,,,,,,,,,,,,,,,,,
Sheffield, Justus,656954,2019,23,8,36.0,37,22.0,5.50,L,673,47.8,92.8,1835,7.2,-21.1,13.7,1.3,35.7,84.2,2475,-4.4,-40.8,5.1,1.3,16.3,87.7,1730,13.8,-34.1,14.3,1.4,0.1,79.4,2404,-5.6,-48.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeltzer, Devin,656970,2019,24,11,49.0,38,18.8,3.86,L,732,45.9,89.1,2433,10.7,-18.8,19.7,1.2,4.1,82.8,2429,-4.4,-36.6,6.8,1.6,25.5,82.8,1794,14.5,-36.1,15.3,1.3,24.5,76.8,2738,-12.4,-57.8,15.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobotka, Chad,656977,2019,26,32,29.0,38,28.4,6.21,R,563,56,96.1,2499,-5.1,-11.9,18.9,1.3,43.2,84.8,2959,11.5,-42.7,12.3,1.7,0.4,87.3,2442,0.1,-32.5,14.8,1.6,,,,,,,,0.5,96.1,2474,-12.5,-14.8,19.6,1.5,,,,,,,,,,,,,,,,,,,,,,
Swanson, Erik,657024,2019,26,27,58.0,52,21.2,5.74,R,970,67.2,92.7,2275,-8.5,-13.1,20.5,1.5,18.4,85.4,2221,2.7,-32.9,7,2.1,14.4,85.8,1631,-10.1,-24.3,16.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor, Josh,657031,2019,26,52,47.1,62,32.0,3.04,L,783,45.2,94.8,2291,5.2,-13.7,17.2,1,38.4,87.5,2346,-3.8,-31.4,6.1,1.5,0.1,88.6,2109,6.7,-15.9,19.4,,1.5,79.9,2237,-6.1,-46.5,7.3,1.6,14.7,94.9,2260,13.6,-18.5,17.9,1.1,,,,,,,,,,,,,,,,,,,,,,
Toussaint, Touki,657053,2019,23,24,41.2,45,22.7,5.62,R,777,24.3,93.7,2226,-8.6,-18.6,14.8,1.6,,,,,,,,,,,,,,,27.4,77.5,2470,12.5,-58.2,17.7,1.6,24.8,93.2,2202,-14.8,-24.5,16.3,1.6,,,,,,,,23.4,86.4,1465,-9,-34.7,9.3,1.7,,,,,,,,
Webb, Jacob,657097,2019,26,36,32.1,28,21.4,1.39,R,534,54.5,95.1,2450,-12.8,-15,20.4,1.1,,,,,,,,12.4,85.8,2367,-18.4,-29.2,20.5,1.1,33.1,81.6,2472,6.7,-47.5,9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wright, Kyle,657140,2019,24,7,19.2,18,19.4,8.69,R,351,42.7,94.7,2412,-7.5,-16.7,16,1.5,25.9,87.1,2477,3.3,-34.5,5,1.9,7.7,85.6,1769,-14.6,-29.1,17,1.4,12,80.7,2682,15.2,-48.5,16.4,1.5,11.7,94.1,2309,-13.6,-24.7,15.3,1.5,,,,,,,,,,,,,,,,,,,,,,
Yamamoto, Jordan,657141,2019,23,15,78.2,82,25.2,4.46,R,1286,48.8,91.5,2245,-6.9,-15.5,18.9,1.7,14.6,78.9,2780,14.8,-50.4,15.9,2.1,3.7,83,1853,-15,-33,17.2,2.1,14.4,74.7,2638,11.7,-64.8,18.7,2.4,0.8,90.7,2377,-13.6,-23.1,17.3,1.4,17.8,85.9,2505,3.2,-33.2,7,1.7,,,,,,,,,,,,,,,
Jewell, Jake,657228,2019,26,18,26.1,23,20.2,6.84,R,412,37.9,94.4,2182,-7.1,-15.8,16.6,1.2,35.7,84.8,2322,4.8,-42.3,6.5,1.3,14.6,88.6,1652,-11.6,-31.3,12.5,1.3,,,,,,,,11.9,94.3,2156,-15.4,-22.6,17.5,1.2,,,,,,,,,,,,,,,,,,,,,,
Webb, Logan,657277,2019,23,8,39.2,37,21.3,5.22,R,676,43.8,93.2,2238,-8.9,-17.8,16.3,1.1,23.5,81.9,2718,10.7,-42.5,11.1,1.2,20.1,84.9,1576,-11.8,-38.3,12.2,1,,,,,,,,12.6,91.8,2055,-16.3,-25,17.9,1.3,,,,,,,,,,,,,,,,,,,,,,
DuRapau, Montana,657566,2019,27,14,17.1,22,24.4,9.35,R,327,45.9,92.2,2438,-5.4,-14.9,18,1.3,,,,,,,,3.4,85.3,2034,-9.9,-26.6,14.6,1.4,13.8,81.2,2966,9.8,-50.2,12.8,1.5,,,,,,,,37,86.3,2846,6.7,-34.4,7.5,1.4,,,,,,,,,,,,,,,
Ferguson, Caleb,657571,2019,23,46,44.2,54,26.5,4.84,L,824,78,94.4,2311,9.9,-14.2,19.6,1.3,,,,,,,,0.2,85.8,1917,10.9,-21.3,19.2,1.5,21.7,76.2,3023,-12.1,-64.8,20.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett, Reed,657585,2019,26,13,15.1,10,13.0,8.22,R,319,64.3,95.7,2291,-10.9,-13.9,19.9,1.1,25.4,85.2,2465,1,-43.7,5.5,1.4,,,,,,,,,,,,,,,,,,,,,,7.5,90.5,2404,1.1,-25.9,8.2,1.6,2.8,88,1740,-12.7,-27.3,16,1.5,,,,,,,,
Hildenberger, Trevor,657610,2019,29,22,16.1,15,17.0,10.47,R,326,5.2,90.8,2008,-14.8,-21.5,19.6,1.5,26.1,76.6,2269,6.5,-53.5,8.3,1.4,36.8,76.7,1617,-13.7,-50.4,14.2,1.6,,,,,,,,31.9,87.3,1934,-17.6,-35.6,17.9,1.6,,,,,,,,,,,,,,,,,,,,,,
Hill, Tim,657612,2019,29,46,39.2,39,24.2,3.63,L,612,31.4,90.4,2241,17.4,-31.4,17.7,1.3,24.3,78,2109,-3.5,-39.1,7.2,1.7,,,,,,,,,,,,,,,44.3,89.9,2086,14.5,-39.2,15.7,1.4,,,,,,,,,,,,,,,,,,,,,,
James, Josh,657624,2019,26,49,61.1,100,37.6,4.70,R,1132,63.3,97.1,2414,-8.4,-13.2,18.3,1.6,20.5,84.5,2537,13,-43.1,13.9,1.7,14.6,89,1870,-16.5,-32.8,16.8,1.3,1.6,81.6,2560,6.6,-55,14.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garcia, Edgar,658305,2019,23,37,39.0,45,26.2,5.77,R,705,43.4,93.8,2307,-5.5,-13.8,18.6,1.2,48.2,87.1,2360,4.5,-33.2,7.5,1.3,1.6,89.1,1707,-13.2,-29.9,14.1,1.4,,,,,,,,6.8,94.4,2273,-13.8,-18.7,18.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Wilkerson, Aaron,658792,2019,30,8,16.0,11,13.8,7.31,R,333,50.5,89.8,2350,-3.2,-15.9,17.8,1.2,17.4,82.7,2194,5.9,-37.8,6.5,1.4,15,83.2,1554,-7.4,-26,14.7,1.3,17.1,74.5,2348,11.7,-64,18.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamet, Dinelson,659275,2019,27,14,73.0,105,33.5,4.07,R,1232,35.9,95.9,2407,-5.6,-14.9,16.6,1.3,12.2,86.2,2653,4.7,-34.3,6.3,1.3,1.5,92.2,1802,-14.4,-21.3,18.7,1.3,31.7,85.5,2710,10.1,-39.6,10.4,1.5,18.8,96.3,2380,-13.3,-16,19.5,1.2,,,,,,,,,,,,,,,,,,,,,,
Armenteros, Rogelio,660494,2019,25,5,18.0,18,24.0,4.00,R,333,48.3,90.9,2005,-3.7,-16.7,17,2,3.3,84.3,2323,4.9,-38,5.7,1.4,28.5,82.7,1522,-13.1,-30,16.5,1.7,19.8,78.8,2265,9,-46.7,9.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suarez, Jose,660761,2019,21,19,81.0,72,19.2,7.11,L,1485,47.2,91.7,2243,7.4,-17.4,17.7,1.1,3.4,81.4,2476,-3.4,-43.2,4.1,1.9,30.9,81.7,1608,8.2,-32.7,12.1,1.2,18.5,75.8,2788,-12.4,-55.8,14.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopez, Yoan,661255,2019,26,70,60.2,42,17.1,3.41,R,865,57.1,96.2,2195,-4.5,-14.7,15.3,1.3,39.4,84.3,2411,8.9,-39.8,9.7,2,3.5,91.5,1457,-9.3,-22.8,13.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clase, Emmanuel,661403,2019,21,21,23.1,21,22.3,2.31,R,345,5.5,99.5,2537,-3.6,-16.2,11.9,1.5,21.2,90.5,2615,4.4,-36.6,5.8,1.5,,,,,,,,,,,,,,,,,,,,,,73.3,99.2,2566,1.7,-17.6,10.3,1.3,,,,,,,,,,,,,,,
Munoz, Andres,662253,2019,20,22,23.0,30,30.9,3.91,R,416,66.6,99.9,2272,-10.1,-14.2,16.6,1.4,31.7,86.3,2380,7.3,-32.9,8.6,1.8,0.7,95.7,1999,-11.2,-27.4,11.3,1.5,,,,,,,,0.5,101.1,2236,-13.2,-17.1,16.2,1.4,0.5,99,2136,0.1,-8.5,19.7,1.4,,,,,,,,,,,,,,,
Thornton, Trent,663423,2019,26,32,154.1,149,22.0,4.84,R,2759,44,92.9,2372,-3.7,-15.8,16.9,1.3,27.1,80.5,3092,11,-52.4,14.4,1.4,8.8,83.3,1497,-8.2,-30.9,12.9,1.7,1.4,73.7,2784,11.2,-63.2,15.4,1.8,2.6,91.9,2315,-12.9,-21.1,17.6,1.6,15.9,88.1,2690,4.5,-30.8,7.7,1.6,0,80.7,1345,-4.1,-32.4,11.7,,,,,,,,,
Rainey, Tanner,663432,2019,27,52,48.1,74,34.6,3.91,R,900,70.7,97.7,2420,-4.1,-10.9,18.4,1.2,29,87.2,2499,4.5,-39,5.6,1.5,0.3,90.4,1567,-7.2,-22.8,13.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allard, Kolby,663465,2019,22,9,45.1,33,15.9,4.96,L,837,46.5,92.4,2109,8.9,-17.2,17.9,1.1,,,,,,,,15.1,81.6,1652,13.5,-32.5,17.1,1.5,5.4,77.6,1884,-5,-55.5,9.9,1.5,,,,,,,,33.1,87.7,2151,-3.1,-30.1,7.3,1.4,,,,,,,,,,,,,,,
Allen, Logan,663531,2019,22,9,27.2,17,13.4,6.18,L,449,48.1,92.6,1997,6.8,-16.2,17.3,1.8,22.9,83.5,2414,-5,-40.4,5.6,1.9,21.4,82.4,1186,8.9,-34.4,11.9,1.5,7.6,76.6,2561,-8.7,-59.5,14.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lambert, Peter,663567,2019,22,19,89.1,57,13.6,7.25,R,1581,52.7,92.7,2256,-8.1,-17.5,17,1.2,12.1,87.6,2164,3.2,-30.4,7.2,1.5,21.9,85.2,1534,-9.6,-30.7,12.2,1.4,12.8,78,2277,5.4,-60.2,14.8,2.1,0.4,92,2247,-10.5,-23.3,14,1.5,,,,,,,,,,,,,,,,,,,,,,
Sandoval, Patrick,663776,2019,23,10,39.1,42,24.9,5.03,L,714,46.4,93,1970,6.1,-15.5,18,1.4,9.2,86.6,2444,-5.9,-34,7.8,1.5,31,83.6,1662,12,-30.2,15.7,1.4,13.4,78,2739,-4.5,-54.9,9.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hicks, Jordan,663855,2019,23,29,28.2,31,28.2,3.14,R,435,0.2,100.9,2201,-9.3,-11.7,18,,35.2,87,2439,10.5,-37.9,11.2,2.3,4.8,91,1103,-7,-32.7,7.8,1.7,,,,,,,,59.8,101.1,2033,-15.7,-16.6,18.9,1.6,,,,,,,,,,,,,,,,,,,,,,
Paddack, Chris,663978,2019,23,26,140.2,153,26.9,3.33,R,2280,61.1,93.9,2230,-7.6,-12.6,19.7,1.4,,,,,,,,28.5,84.5,1707,-12,-29.2,15.4,1.3,10.4,76.1,2145,6.2,-60.7,14.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovelady, Richard,663992,2019,24,25,20.0,17,17.7,7.65,L,366,48.9,93.4,2320,8.1,-19.4,13.7,1.3,39.3,87.3,2451,-3.8,-30.2,7.6,2,0.8,89.3,1887,9.3,-26,12.5,1.5,,,,,,,,10.9,94.3,2297,13.4,-24.4,14.5,1.2,,,,,,,,,,,,,,,,,,,,,,
Lakins Sr., Travis,664042,2019,25,16,23.1,18,17.6,3.86,R,395,39.7,93.7,2217,-4.7,-16,16.7,1.4,,,,,,,,3.5,87.3,1574,-14.6,-31.3,15.9,1.4,19.5,81.7,2747,9.8,-55.2,16,1.5,,,,,,,,37.2,90.4,2497,5.3,-28.3,8.8,1.6,,,,,,,,,,,,,,,
Eshelman, Thomas,664045,2019,25,10,36.0,22,13.4,6.50,R,609,27.4,85.5,1854,-2.8,-22.9,14.9,1.4,21.2,80.8,1853,3.8,-36.6,7.2,1.4,17.9,78.7,1284,-5.5,-34.5,11,1.4,15.1,76.2,1944,4.5,-54.9,8.3,1.4,18.4,85.6,1777,-10.8,-23.7,17.5,1.3,,,,,,,,,,,,,,,,,,,,,,
Stashak, Cody,664054,2019,25,18,25.0,25,24.0,3.24,R,367,54,91.7,2241,-4.4,-14.2,19.3,1.1,39,82.2,2222,9.8,-35.9,12,1.3,7.1,85.4,1477,-9.2,-26.3,14.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonsolin, Tony,664062,2019,25,11,40.0,37,22.7,2.93,R,693,47.9,93.6,2456,-7.3,-13.9,19.4,1.3,16.9,88,2553,2.3,-29.3,7.4,1.9,,,,,,,,10.1,80.5,2657,3.4,-57.8,15.1,1.5,,,,,,,,,,,,,,,25.1,86.6,1998,-13.5,-25,18.6,1.4,,,,,,,,
Fairbanks, Pete,664126,2019,26,21,21.0,28,28.3,6.86,R,387,43.9,97.4,2393,-2.4,-13.2,15.6,1.2,56.1,89.9,2239,4,-34.5,4.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartlieb, Geoff,664129,2019,26,29,35.0,38,22.2,9.00,R,651,39.9,96.4,2479,-6.6,-17.3,13.7,1.5,20.7,85.2,2511,8.8,-36.1,9.3,1.5,9.8,90.1,2059,-15.3,-31.1,15.7,1.4,,,,,,,,29.5,95,2414,-16.5,-27.5,16.8,1.4,,,,,,,,,,,,,,,,,,,,,,
Bergen, Travis,664157,2019,26,21,19.2,18,21.2,5.49,L,375,68.8,90.5,2112,6,-16.1,18.9,1,,,,,,,,3.5,85.9,1737,12.7,-26.3,17.4,1.3,27.7,78.5,2673,-7.7,-59.2,15.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hall, Matt,664180,2019,26,16,23.1,27,23.9,7.71,L,501,66.3,90.5,2303,2,-19.7,14.2,1.3,5.4,81.7,2895,-6.6,-44.8,7.3,1.5,3.4,82.2,1801,8.9,-32.4,12.5,1.5,24,76.7,2927,-12.4,-64.9,20.9,1.2,,,,,,,,1,84,2788,-3.4,-39.2,3.6,1.4,,,,,,,,,,,,,,,
Lucchesi, Joey,664192,2019,26,30,163.2,158,23.0,4.18,L,2641,,,,,,,,,,,,,,,,,,,,,,35.1,78.9,2091,-1.7,-45.2,3,1.8,51.3,90.1,2215,11.8,-20.7,17.6,1.4,13.6,90.5,2232,2.7,-18,15.7,1.3,,,,,,,,,,,,,,,
Anderson, Tanner,664196,2019,26,5,22.1,18,17.1,6.04,R,422,12.8,92.2,2193,-8.6,-17.6,17.7,1.1,18,84.9,2434,0.8,-37.1,3,1.5,9.2,87.5,1715,-16.2,-31.5,17.2,1.3,,,,,,,,58.3,92.6,2248,-14.4,-26,15.9,0.9,1.7,88.8,2401,-3.5,-30.3,6.3,1.4,,,,,,,,,,,,,,,
Clarke, Taylor,664199,2019,26,23,84.2,68,18.4,5.31,R,1511,45.9,93.7,2316,-6.5,-14.3,18.4,1.3,25.4,85.3,2227,4.7,-36.6,5.6,1.5,11.8,86.8,1520,-11.9,-25.8,16.7,1.3,9.7,79.3,2484,4.1,-57.1,12.7,1.7,7.3,93.1,2166,-12.9,-19.3,18,1.2,,,,,,,,,,,,,,,,,,,,,,
Maton III, Phil,664208,2019,26,30,36.2,33,20.2,6.14,R,608,57.2,91,2583,1.1,-20.4,12,1.5,,,,,,,,,,,,,,,21.5,77.4,2764,17.6,-52.5,19.1,2,,,,,,,,21.2,84.4,2844,10.8,-41.6,11.8,1.9,,,,,,,,,,,,,,,
Valdez, Framber,664285,2019,26,26,70.2,68,20.7,5.86,L,1175,18,94.2,2228,4.2,-19.2,13.1,1.3,,,,,,,,6.6,88.6,1802,12.3,-33.1,13.1,1.3,34.2,79.4,2960,-13.7,-59.8,20.2,1.3,41.2,92.6,2176,12.5,-27.4,13.7,1.5,,,,,,,,,,,,,,,,,,,,,,
Urquidy, Jose,664353,2019,24,9,41.0,40,24.0,3.95,R,693,47.3,93.2,2305,-9.5,-14.3,20.6,1.6,17.2,82.8,2581,5.8,-35.1,10.1,2.2,25.7,84.3,2162,-16.3,-30.3,18.9,1.4,9.8,79,2592,7.4,-57.7,14.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helsley, Ryan,664854,2019,25,24,36.2,32,20.9,2.95,R,577,56.8,97.8,2510,-7,-12.2,18.1,1.7,,,,,,,,2.8,87.7,1621,-10.6,-25.1,15,1.6,8.7,80.9,2421,0.9,-49.6,7.4,1.8,,,,,,,,31.7,88.8,2476,4.4,-29,8.1,1.6,,,,,,,,,,,,,,,
Adams, Chance,664856,2019,25,13,25.1,23,18.5,8.53,R,493,57.2,91.6,2444,-3.9,-17.4,15.8,1.1,17.2,83.4,2986,9.4,-40,9.6,1.4,7.5,85.7,1892,-13.5,-27.8,17.1,1.6,17,79,2897,17.5,-51.4,18.7,1.5,1,92.7,2458,-12,-17.6,18.7,1.5,,,,,,,,,,,,,,,,,,,,,,
Dowdy, Kyle,664871,2019,26,13,22.1,17,15.5,7.25,R,438,67.4,95.2,2046,-8.3,-15.3,17,1.5,14.8,87.1,2181,3.8,-33.3,6.3,2,3.9,85.4,1708,-14,-25.6,18.4,1.7,13.9,78.1,2477,9.5,-62.7,19.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dugger, Robert,667498,2019,24,7,34.1,25,16.0,5.77,R,568,34.5,90.3,2191,-9.1,-19.4,17.4,1.3,24.3,79.1,2311,5.6,-45.1,5.9,1.3,3.2,79.2,1454,-11,-33.3,15.3,1.4,13.2,72.8,2350,12.9,-60.9,14.9,1.7,24.8,89.3,2070,-16,-25.6,18.6,1.6,,,,,,,,,,,,,,,,,,,,,,
Plesac, Zach,668676,2019,24,21,115.2,88,18.5,3.81,R,1892,50.6,93.9,2133,-9.4,-14.9,19.1,1.1,18.8,84.9,2028,1.7,-35.4,4.3,1.6,20.6,85.8,1543,-11,-28.1,14.9,1.2,10,79.4,1955,7.3,-55.1,12.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallen, Zac,668678,2019,24,15,80.0,96,28.7,2.81,R,1387,47.6,92.9,2370,-5.4,-14.5,18.3,1.7,,,,,,,,15.9,85,1499,-11.7,-32.8,13.1,1.6,18.9,79.2,2404,9.1,-54.4,13.9,1.8,2.2,92.8,2255,-13.8,-20,18.4,1.6,15.4,87,2329,7.1,-32.9,8.6,1.9,,,,,,,,,,,,,,,
Wilson, Bryse,669060,2019,22,6,20.0,16,17.2,7.20,R,356,66.6,94.7,2225,-9.1,-16.1,17.2,1.6,6.7,86.6,2322,2.5,-32.5,4.9,1.6,13.5,84.9,1765,-15.8,-34,16.7,1.6,7.9,79.8,2286,11,-45,11.4,1.7,5.3,93,2097,-15.9,-25.1,17.3,1.4,,,,,,,,,,,,,,,,,,,,,,
May, Dustin,669160,2019,22,14,34.2,32,22.7,3.63,R,566,6.7,95.7,2442,-7.9,-14.1,17.9,1.5,,,,,,,,1.1,86.3,1815,-13.2,-26.8,16.5,1.4,10.6,83,3058,8.4,-53.9,15.9,1.4,50.5,96,2412,-16.8,-20.6,19.2,1.5,31.1,90.8,2746,1.7,-27.5,6.7,1.3,,,,,,,,,,,,,,,
Burnes, Corbin,669203,2019,25,32,49.0,70,29.8,8.82,R,887,52.5,95.2,2656,-2,-16.6,13.8,1.5,31,87.9,2850,6.3,-35,6.8,1.7,4.1,90.8,1854,-11.6,-27.3,13.3,1.6,7.8,80.9,2853,11.4,-49,13.6,1.5,3.7,95.7,2688,-12.7,-17.5,17.8,1.3,0.9,92.6,2928,6.2,-23.6,10.5,1.4,,,,,,,,,,,,,,,
Bieber, Shane,669456,2019,24,34,214.1,259,30.2,3.28,R,3223,45.7,93.1,2254,-8.3,-13.6,19.7,0.8,26.5,85,2370,1.4,-34.9,4.1,1,7.3,87.6,1725,-15.7,-28.4,17.5,1,20.5,82.7,2303,4,-50.6,11.2,1.2,0,93.7,2189,-13.7,-19.6,18.1,,,,,,,,,,,,,,,,,,,,,,,
Festa, Matthew,670036,2019,26,20,22.1,21,20.8,5.64,R,381,46.2,92.6,2283,-4.8,-17,15.9,1.1,39.4,86.2,2458,7.2,-32.1,9.6,1.5,,,,,,,,7.3,81.7,2586,7.1,-47.7,9.3,1.6,6.3,92,2140,-13.6,-25.2,15.6,1.4,0.8,92.1,2389,2.2,-19.6,13,1.4,,,,,,,,,,,,,,,
Hammer, JD,670456,2019,25,20,19.0,13,16.0,3.79,R,338,54.7,94.4,2234,-10.3,-14.8,19.5,1.2,45.3,84.5,2469,3.9,-39.1,4.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richards, Trevor,670950,2019,26,30,135.1,127,21.9,4.06,R,2288,43.7,90.8,2139,-7.9,-15.1,19.8,1,,,,,,,,38.5,83.4,2391,-15.5,-30.6,17.9,1.2,7.3,78.9,2228,3.9,-51.9,8.6,1.6,,,,,,,,10.6,85.2,2030,4.1,-32.3,7.7,2.1,,,,,,,,,,,,,,,
Bolanos, Ronald,671790,2019,23,5,19.2,19,21.6,5.95,R,344,54.9,94.3,2239,-7.9,-15.8,17.1,2,11,83,2574,6.5,-37.4,8.2,2.1,5.2,86.2,1376,-9.4,-27.8,12.9,1.6,20.6,76.4,2650,14.7,-51.9,15.6,2.7,8.1,94.1,2238,-12.6,-18.7,17.5,1.5,,,,,,,,,,,,,,,,,,,,,,
Luciano, Elvis,672773,2019,19,25,33.2,27,17.0,5.35,R,635,55.3,94.1,2286,-13.9,-17.2,20.3,1.1,25.5,84.4,2188,0.9,-37.5,2.6,1.4,19.2,87.8,1747,-15.3,-31.5,16.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baez, Michel,673258,2019,23,24,29.2,28,21.4,3.03,R,521,58.7,96,2382,-8.4,-13.3,19.1,1.1,5.2,84.8,2071,2.4,-38.8,3.6,1.6,33.2,86,1719,-14,-31.4,15.6,1.1,2.9,78.2,2062,4.2,-48.6,5.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
